1.233899633810999971e-02 1.135389968154999951e+04 8.244703882609999710e+03 3.523048858077000205e+03 3.866820629395000196e+03 2.805598379551000107e+03 2.147760948194999855e+03 1.930375916522999887e+03 1.687210148419000006e+03 1.545008464059000062e+03
1.811116978827000124e-02 6.832535695018000297e+03 5.709313514348999888e+03 3.715896706498000185e+03 2.302672851054000148e+03 1.953067593966999993e+03 1.706683089926000093e+03 1.448986701175000007e+03 1.293776612487999955e+03 1.092015962169999966e+03
2.658356175100000038e-02 2.830260226434999822e+03 3.620595919069000047e+03 2.831971725682999931e+03 1.943920855052999968e+03 1.521018170515000065e+03 1.216646453935999943e+03 9.893871999149999965e+02 8.571492772254000556e+02 8.244412489700999913e+02
3.901933246890999796e-02 9.208530536180000126e+03 2.284724487079000028e+03 1.872392499391999991e+03 1.335470325485000103e+03 1.161496046255000010e+03 9.322857877868999594e+02 8.856085812784999689e+02 7.758837902349999922e+02 6.846844127099999469e+02
5.727254762095999874e-02 8.991514990753999882e+03 2.062579677707999963e+03 1.442004601181999988e+03 1.079127356774999953e+03 8.594225595366999642e+02 7.194740781371000367e+02 6.532129963308999550e+02 5.871882380009999451e+02 5.124549628634000555e+02
8.406460345289999692e-02 1.900714505120000013e+03 1.464065636329999961e+03 9.471037457270999766e+02 7.558335677170000508e+02 6.141827986490000058e+02 5.457533674439999913e+02 5.032746179594000182e+02 4.575043525675000069e+02 4.229522546260000126e+02
1.233899633811000041e-01 2.134440942811999776e+03 1.472023329676999992e+03 8.148541397507999591e+02 5.645884847518999550e+02 4.697872724233999975e+02 4.106639072333999820e+02 3.758802698132000160e+02 3.524964949219000232e+02 3.096502933040000016e+02
1.811116978827000124e-01 9.810548105494000311e+02 7.311492705924999882e+02 5.292428294556000310e+02 4.069691153172000213e+02 3.394125386729999718e+02 3.061251901186000168e+02 2.933385580710000227e+02 2.746427604605000283e+02 2.560593726078000145e+02
2.658356175100000107e-01 1.036683776445999911e+03 5.930024078320999479e+02 3.791231080736999957e+02 2.842497380891999796e+02 2.494769375742000079e+02 2.320464184308000029e+02 2.204042859218000103e+02 2.123059347697999897e+02 1.957049546142999930e+02
3.901933246891000073e-01 8.165882211350999569e+02 4.153714282276000063e+02 2.618982391999999777e+02 2.071456352142000128e+02 1.813380488196000044e+02 1.723070528316000036e+02 1.649813345199999901e+02 1.611287450842999931e+02 1.480959533209000085e+02
5.727254762096000151e-01 4.842355823351999788e+02 2.438745927136999967e+02 1.750266150795999920e+02 1.442968332387000032e+02 1.309654246739000030e+02 1.244106982559000016e+02 1.215587777014000039e+02 1.203293855114000053e+02 1.123778441725000050e+02
8.406460345289999969e-01 2.298468956716999969e+02 1.614145451935999915e+02 1.202567961193999935e+02 1.013556194411000035e+02 9.407453295986999819e+01 9.031040777303999789e+01 8.806878603636999969e+01 8.580042876308000643e+01 8.024277929155999800e+01
1.233899633810999985e+00 1.681386642644000062e+02 1.081831219389000012e+02 8.460988516694999362e+01 7.330319118893000052e+01 6.671038454092000336e+01 6.430551548233999881e+01 6.229204526797000341e+01 6.063161939631000052e+01 5.539435997499000308e+01
1.811116978827000068e+00 1.215638948473999932e+02 8.274299425677000386e+01 6.394727850099999955e+01 5.460735484583000243e+01 4.929801955343999964e+01 4.674970281016000229e+01 4.480992753956000030e+01 4.291412330544999776e+01 3.855098697868999835e+01
2.658356175100000218e+00 9.096823765419000551e+01 6.318759758814000094e+01 4.909155310383000170e+01 4.161894578946999701e+01 3.722540336888999946e+01 3.479599310895000031e+01 3.314775031554000151e+01 3.149939552802999998e+01 2.844201962601000133e+01
3.901933246891000184e+00 7.957509706838000341e+01 4.840028997654000165e+01 3.746875667527999809e+01 3.156682396247000000e+01 2.814997357678999990e+01 2.603746130108000045e+01 2.512754602664000103e+01 2.348614886196000029e+01 2.057566454919000165e+01
5.727254762095999929e+00 5.503059441557999776e+01 3.487644574181999957e+01 2.738896533870000027e+01 2.325325053914000151e+01 2.066833596597000167e+01 1.905344492547000002e+01 1.852971406873000149e+01 1.752535633044999841e+01 1.429993468185999994e+01
8.406460345290000191e+00 4.082482016234000355e+01 2.569643532206999836e+01 1.978378616051999828e+01 1.684944373832999887e+01 1.470998616584000018e+01 1.362240517933999939e+01 1.371233227509999963e+01 1.285080236387000063e+01 9.427051800161999395e+00
1.233899633811000029e+01 2.575261918913999892e+01 1.656247541753999997e+01 1.334484559724999997e+01 1.126293912861999935e+01 9.919317923790000435e+00 9.256869821723000769e+00 9.289442190556000511e+00 8.338717307780999732e+00 5.266526913427999723e+00
1.811116978827000068e+01 1.590110956820999988e+01 1.131221738736999960e+01 8.595086379332000703e+00 7.222797705650999767e+00 6.337782801950000433e+00 5.782974252966999629e+00 5.553823047026000381e+00 5.376744049583000340e+00 2.744288754310999945e+00
2.658356175100000129e+01 9.711174556318999507e+00 5.820248084323999649e+00 4.786605463966999707e+00 4.128840272202999984e+00 3.645999113502000011e+00 3.351366994564000112e+00 2.960696903700999805e+00 2.963926708998000148e+00 1.038152783119999922e+00
